company,date,price,ticker
Safaricom Plc,16/11/2021,40.05,SCOM
Safaricom Plc,30/10/2021,42.8,SCOM
Safaricom Plc,31/10/2021,42.8,SCOM
Safaricom Plc,17/11/2021,39.85,SCOM
Safaricom Plc,1/11/2021,41.95,SCOM
Safaricom Plc,2/11/2021,41.65,SCOM
Safaricom Plc,18/11/2021,39.7,SCOM
Safaricom Plc,3/11/2021,41.6,SCOM
Safaricom Plc,4/11/2021,41.05,SCOM
Safaricom Plc,19/11/2021,39.25,SCOM
Safaricom Plc,5/11/2021,40.2,SCOM
Safaricom Plc,01/07/2021,42,SCOM
Safaricom Plc,02/07/2021,41.35,SCOM
Safaricom Plc,03/07/2021,41.35,SCOM
Safaricom Plc,04/07/2021,41.35,SCOM
Safaricom Plc,05/07/2021,41.4,SCOM
Safaricom Plc,07/07/2021,41.4,SCOM
Safaricom Plc,08/07/2021,41.4,SCOM
Safaricom Plc,09/07/2021,41.25,SCOM
Safaricom Plc,10/07/2021,41.25,SCOM
Safaricom Plc,11/07/2021,41.25,SCOM
Safaricom Plc,12/07/2021,41.15,SCOM
Safaricom Plc,13/07/2021,41.2,SCOM
Safaricom Plc,14/07/2021,41.75,SCOM
Safaricom Plc,15/07/2021,42.6,SCOM
Safaricom Plc,16/07/2021,42.6,SCOM
Safaricom Plc,17/07/2021,42.6,SCOM
Safaricom Plc,18/07/2021,42.6,SCOM
Safaricom Plc,19/07/2021,42.6,SCOM
Safaricom Plc,20/07/2021,42.6,SCOM
Safaricom Plc,21/07/2021,42.8,SCOM
Safaricom Plc,22/07/2021,42.8,SCOM
Safaricom Plc,23/07/2021,42.8,SCOM
Safaricom Plc,27/07/2021,41.8,SCOM
Safaricom Plc,28/07/2021,41.75,SCOM
Safaricom Plc,29/07/2021,41.9,SCOM
Safaricom Plc,30/07/2021,41.95,SCOM
Safaricom Plc,31/07/2021,41.95,SCOM
Safaricom Plc,01/08/2021,41.95,SCOM
Safaricom Plc,02/08/2021,41.4,SCOM
Safaricom Plc,03/08/2021,41.05,SCOM
Safaricom Plc,04/08/2021,41.1,SCOM
Safaricom Plc,05/08/2021,41.25,SCOM
Safaricom Plc,06/08/2021,42.1,SCOM
Safaricom Plc,07/08/2021,42.1,SCOM
Safaricom Plc,08/08/2021,42.1,SCOM
Safaricom Plc,09/08/2021,42.95,SCOM
Safaricom Plc,10/08/2021,42.95,SCOM
Safaricom Plc,11/08/2021,42.95,SCOM
Safaricom Plc,12/08/2021,43,SCOM
Safaricom Plc,13/08/2021,43,SCOM
Safaricom Plc,14/08/2021,43,SCOM
Safaricom Plc,15/08/2021,43,SCOM
Safaricom Plc,16/08/2021,43.6,SCOM
Safaricom Plc,17/08/2021,44.9,SCOM
Safaricom Plc,18/08/2021,44.2,SCOM
Safaricom Plc,19/08/2021,43.85,SCOM
Safaricom Plc,20/08/2021,44.45,SCOM
Safaricom Plc,21/08/2021,44.45,SCOM
Safaricom Plc,22/08/2021,44.45,SCOM
Safaricom Plc,23/08/2021,44.95,SCOM
Safaricom Plc,24/08/2021,44.95,SCOM
Safaricom Plc,25/08/2021,44.6,SCOM
Safaricom Plc,26/08/2021,44.45,SCOM
Safaricom Plc,27/08/2021,44.35,SCOM
Safaricom Plc,28/08/2021,44.35,SCOM
Safaricom Plc,29/08/2021,44.35,SCOM
Safaricom Plc,30/08/2021,43.7,SCOM
Safaricom Plc,31/08/2021,42.6,SCOM
Safaricom Plc,01/09/2021,42.6,SCOM
Safaricom Plc,02/09/2021,42.45,SCOM
Safaricom Plc,03/09/2021,42.15,SCOM
Safaricom Plc,04/09/2021,42.15,SCOM
Safaricom Plc,05/09/2021,42.15,SCOM
Safaricom Plc,06/09/2021,42.15,SCOM
Safaricom Plc,07/09/2021,41.6,SCOM
Safaricom Plc,08/09/2021,42,SCOM
Safaricom Plc,09/09/2021,42.5,SCOM
Safaricom Plc,10/09/2021,42.5,SCOM
Safaricom Plc,11/09/2021,42.5,SCOM
Safaricom Plc,12/09/2021,42.5,SCOM
Safaricom Plc,13/09/2021,42.4,SCOM
Safaricom Plc,14/09/2021,42.45,SCOM
Safaricom Plc,15/09/2021,42.45,SCOM
Safaricom Plc,16/09/2021,42.65,SCOM
Safaricom Plc,17/09/2021,43.2,SCOM
Safaricom Plc,18/09/2021,43.2,SCOM
Safaricom Plc,19/09/2021,43.2,SCOM
Safaricom Plc,20/09/2021,42.9,SCOM
Safaricom Plc,21/09/2021,41.8,SCOM
Safaricom Plc,22/09/2021,41.85,SCOM
Safaricom Plc,23/09/2021,41.95,SCOM
Safaricom Plc,24/09/2021,41.8,SCOM
Safaricom Plc,25/09/2021,41.8,SCOM
Safaricom Plc,26/09/2021,41.8,SCOM
Safaricom Plc,27/09/2021,41.85,SCOM
Safaricom Plc,28/09/2021,41.55,SCOM
Safaricom Plc,29/09/2021,41.65,SCOM
Safaricom Plc,30/09/2021,42.1,SCOM
Safaricom Plc,01/10/2021,43.2,SCOM
Safaricom Plc,02/10/2021,43.2,SCOM
Safaricom Plc,03/10/2021,43.2,SCOM
Safaricom Plc,04/10/2021,43.6,SCOM
Safaricom Plc,05/10/2021,42.95,SCOM
Safaricom Plc,06/10/2021,42.95,SCOM
Safaricom Plc,6/11/2021,40.2,SCOM
Safaricom Plc,20/11/2021,39.25,SCOM
Safaricom Plc,18/10/2021,42.9,SCOM
Safaricom Plc,7/11/2021,40.2,SCOM
Safaricom Plc,8/11/2021,40.05,SCOM
Safaricom Plc,7/10/2021,42.35,SCOM
Safaricom Plc,8/10/2021,41.65,SCOM
Safaricom Plc,9/10/2021,41.65,SCOM
Safaricom Plc,10/10/2021,41.65,SCOM
Safaricom Plc,11/10/2021,41.65,SCOM
Safaricom Plc,12/10/2021,41.85,SCOM
Safaricom Plc,13/10/2021,42,SCOM
Safaricom Plc,14/10/2021,42.45,SCOM
Safaricom Plc,9/11/2021,40.1,SCOM
Safaricom Plc,15/10/2021,43.1,SCOM
Safaricom Plc,16/10/2021,43.1,SCOM
Safaricom Plc,17/10/2021,43.1,SCOM
Safaricom Plc,10/11/2021,40.5,SCOM
Safaricom Plc,21/11/2021,39.25,SCOM
Safaricom Plc,23/11/2021,37.55,SCOM
Safaricom Plc,24/11/2021,36.95,SCOM
Standard Chartered Bank Limited,11/11/2021,129.25,SCBK
Standard Chartered Bank Limited,12/11/2021,130.5,SCBK
Standard Chartered Bank Limited,22/11/2021,128.5,SCBK
Standard Chartered Bank Limited,23/10/2021,129.25,SCBK
Standard Chartered Bank Limited,13/11/2021,130.5,SCBK
Standard Chartered Bank Limited,24/10/2021,129.25,SCBK
Standard Chartered Bank Limited,25/10/2021,129.5,SCBK
Standard Chartered Bank Limited,14/11/2021,130.5,SCBK
Standard Chartered Bank Limited,26/10/2021,129.25,SCBK
Standard Chartered Bank Limited,27/10/2021,129.5,SCBK
Standard Chartered Bank Limited,15/11/2021,129.5,SCBK
Standard Chartered Bank Limited,28/10/2021,129.25,SCBK
Standard Chartered Bank Limited,29/10/2021,130,SCBK
Standard Chartered Bank Limited,16/11/2021,130.5,SCBK
Standard Chartered Bank Limited,30/10/2021,130,SCBK
Standard Chartered Bank Limited,31/10/2021,130,SCBK
Standard Chartered Bank Limited,17/11/2021,129.75,SCBK
Standard Chartered Bank Limited,1/11/2021,129.25,SCBK
Standard Chartered Bank Limited,2/11/2021,129,SCBK
Standard Chartered Bank Limited,18/11/2021,129,SCBK
Standard Chartered Bank Limited,3/11/2021,130,SCBK
Standard Chartered Bank Limited,4/11/2021,129.75,SCBK
Standard Chartered Bank Limited,19/11/2021,128.75,SCBK
Standard Chartered Bank Limited,5/11/2021,129.75,SCBK
Standard Chartered Bank Limited,01/07/2021,130,SCBK
Standard Chartered Bank Limited,02/07/2021,130,SCBK
Standard Chartered Bank Limited,03/07/2021,130,SCBK
Standard Chartered Bank Limited,04/07/2021,130,SCBK
Standard Chartered Bank Limited,05/07/2021,130,SCBK
Standard Chartered Bank Limited,06/07/2021,129.75,SCBK
Standard Chartered Bank Limited,07/07/2021,129.75,SCBK
Standard Chartered Bank Limited,08/07/2021,129.5,SCBK
Standard Chartered Bank Limited,09/07/2021,129.5,SCBK
Standard Chartered Bank Limited,10/07/2021,129.5,SCBK
Standard Chartered Bank Limited,11/07/2021,129.5,SCBK
Standard Chartered Bank Limited,12/07/2021,129.75,SCBK
Standard Chartered Bank Limited,13/07/2021,130.25,SCBK
Standard Chartered Bank Limited,14/07/2021,129.5,SCBK
Standard Chartered Bank Limited,15/07/2021,129.5,SCBK
Standard Chartered Bank Limited,16/07/2021,129.75,SCBK
Standard Chartered Bank Limited,17/07/2021,129.75,SCBK
Standard Chartered Bank Limited,18/07/2021,129.75,SCBK
Standard Chartered Bank Limited,19/07/2021,129.75,SCBK
Standard Chartered Bank Limited,20/07/2021,129.75,SCBK
Standard Chartered Bank Limited,21/07/2021,129.75,SCBK
Standard Chartered Bank Limited,22/07/2021,129.5,SCBK
Standard Chartered Bank Limited,23/07/2021,129.5,SCBK
Standard Chartered Bank Limited,27/07/2021,129.5,SCBK
Standard Chartered Bank Limited,28/07/2021,129.5,SCBK
Standard Chartered Bank Limited,29/07/2021,129.5,SCBK
Standard Chartered Bank Limited,30/07/2021,129.5,SCBK
Standard Chartered Bank Limited,31/07/2021,129.5,SCBK
Standard Chartered Bank Limited,01/08/2021,129.5,SCBK
Standard Chartered Bank Limited,02/08/2021,130.25,SCBK
Standard Chartered Bank Limited,03/08/2021,130,SCBK
Standard Chartered Bank Limited,04/08/2021,132,SCBK
Standard Chartered Bank Limited,05/08/2021,130,SCBK
Standard Chartered Bank Limited,06/08/2021,131,SCBK
Standard Chartered Bank Limited,07/08/2021,131,SCBK
Standard Chartered Bank Limited,08/08/2021,131,SCBK
Standard Chartered Bank Limited,09/08/2021,131.5,SCBK
Standard Chartered Bank Limited,10/08/2021,131,SCBK
Standard Chartered Bank Limited,11/08/2021,131,SCBK
Standard Chartered Bank Limited,12/08/2021,131,SCBK
Standard Chartered Bank Limited,13/08/2021,130.75,SCBK
Standard Chartered Bank Limited,14/08/2021,130.75,SCBK
Standard Chartered Bank Limited,15/08/2021,130.75,SCBK
Standard Chartered Bank Limited,16/08/2021,131,SCBK
Standard Chartered Bank Limited,17/08/2021,131,SCBK
Standard Chartered Bank Limited,18/08/2021,130.25,SCBK
Standard Chartered Bank Limited,19/08/2021,134.5,SCBK
Standard Chartered Bank Limited,20/08/2021,134.75,SCBK
Standard Chartered Bank Limited,21/08/2021,134.75,SCBK
Standard Chartered Bank Limited,22/08/2021,134.75,SCBK
Standard Chartered Bank Limited,23/08/2021,136.25,SCBK
Standard Chartered Bank Limited,24/08/2021,139,SCBK
Standard Chartered Bank Limited,25/08/2021,139,SCBK
Standard Chartered Bank Limited,26/08/2021,140,SCBK
Standard Chartered Bank Limited,27/08/2021,140,SCBK
Standard Chartered Bank Limited,28/08/2021,140,SCBK
Standard Chartered Bank Limited,29/08/2021,140,SCBK
Standard Chartered Bank Limited,30/08/2021,140,SCBK
Standard Chartered Bank Limited,31/08/2021,138.25,SCBK
Standard Chartered Bank Limited,01/09/2021,137.75,SCBK
Standard Chartered Bank Limited,02/09/2021,136.5,SCBK
Standard Chartered Bank Limited,03/09/2021,136.25,SCBK
Standard Chartered Bank Limited,04/09/2021,136.25,SCBK
Standard Chartered Bank Limited,05/09/2021,136.25,SCBK
Standard Chartered Bank Limited,06/09/2021,135.5,SCBK
Standard Chartered Bank Limited,07/09/2021,135.25,SCBK
Standard Chartered Bank Limited,08/09/2021,135.25,SCBK
Standard Chartered Bank Limited,09/09/2021,135,SCBK
Standard Chartered Bank Limited,10/09/2021,135,SCBK
Standard Chartered Bank Limited,11/09/2021,135,SCBK
Standard Chartered Bank Limited,12/09/2021,135,SCBK
Standard Chartered Bank Limited,13/09/2021,135,SCBK
Standard Chartered Bank Limited,14/09/2021,135,SCBK
Standard Chartered Bank Limited,15/09/2021,134.25,SCBK
Standard Chartered Bank Limited,16/09/2021,131,SCBK
Standard Chartered Bank Limited,17/09/2021,134.5,SCBK
Standard Chartered Bank Limited,18/09/2021,134.5,SCBK
Standard Chartered Bank Limited,19/09/2021,134.5,SCBK
Standard Chartered Bank Limited,20/09/2021,133.25,SCBK
Standard Chartered Bank Limited,21/09/2021,130.5,SCBK
Standard Chartered Bank Limited,22/09/2021,130.25,SCBK
Standard Chartered Bank Limited,23/09/2021,130.75,SCBK
Standard Chartered Bank Limited,24/09/2021,130,SCBK
Standard Chartered Bank Limited,25/09/2021,130,SCBK
Standard Chartered Bank Limited,26/09/2021,130,SCBK
Standard Chartered Bank Limited,27/09/2021,130,SCBK
Standard Chartered Bank Limited,28/09/2021,129.75,SCBK
Standard Chartered Bank Limited,29/09/2021,129.75,SCBK
Standard Chartered Bank Limited,30/09/2021,130.25,SCBK
Standard Chartered Bank Limited,01/10/2021,130.75,SCBK
Standard Chartered Bank Limited,02/10/2021,130.75,SCBK
Standard Chartered Bank Limited,03/10/2021,130.75,SCBK
Standard Chartered Bank Limited,04/10/2021,130.5,SCBK
Standard Chartered Bank Limited,05/10/2021,131.25,SCBK
Standard Chartered Bank Limited,06/10/2021,131,SCBK
Standard Chartered Bank Limited,6/11/2021,129.75,SCBK
Standard Chartered Bank Limited,20/11/2021,128.75,SCBK
Standard Chartered Bank Limited,18/10/2021,129,SCBK
Standard Chartered Bank Limited,7/11/2021,129.75,SCBK
Standard Chartered Bank Limited,8/11/2021,129.5,SCBK
Standard Chartered Bank Limited,7/10/2021,130,SCBK
Standard Chartered Bank Limited,8/10/2021,129.25,SCBK
Standard Chartered Bank Limited,9/10/2021,129.25,SCBK
Standard Chartered Bank Limited,10/10/2021,129.25,SCBK
Standard Chartered Bank Limited,11/10/2021,129.25,SCBK
Standard Chartered Bank Limited,12/10/2021,129,SCBK
Standard Chartered Bank Limited,13/10/2021,128.75,SCBK
Standard Chartered Bank Limited,14/10/2021,129.25,SCBK
Standard Chartered Bank Limited,9/11/2021,129.25,SCBK
Standard Chartered Bank Limited,15/10/2021,128.25,SCBK
Standard Chartered Bank Limited,16/10/2021,128.25,SCBK
Standard Chartered Bank Limited,17/10/2021,128.25,SCBK
Standard Chartered Bank Limited,10/11/2021,129.5,SCBK
Standard Chartered Bank Limited,21/11/2021,128.75,SCBK
Standard Chartered Bank Limited,23/11/2021,128.5,SCBK
Standard Chartered Bank Limited,24/11/2021,128,SCBK
ScanGroup Limited,11/11/2021,4.57,SCAN
ScanGroup Limited,12/11/2021,4.54,SCAN
ScanGroup Limited,22/11/2021,4.11,SCAN
ScanGroup Limited,23/10/2021,4.59,SCAN
ScanGroup Limited,13/11/2021,4.54,SCAN
ScanGroup Limited,24/10/2021,4.59,SCAN
ScanGroup Limited,25/10/2021,4.88,SCAN
ScanGroup Limited,14/11/2021,4.54,SCAN
ScanGroup Limited,26/10/2021,4.8,SCAN
ScanGroup Limited,27/10/2021,4.85,SCAN
ScanGroup Limited,15/11/2021,4.5,SCAN
ScanGroup Limited,28/10/2021,4.8,SCAN
ScanGroup Limited,29/10/2021,4.79,SCAN
ScanGroup Limited,16/11/2021,4.41,SCAN
ScanGroup Limited,30/10/2021,4.79,SCAN
ScanGroup Limited,31/10/2021,4.79,SCAN
ScanGroup Limited,17/11/2021,4.38,SCAN
ScanGroup Limited,1/11/2021,4.73,SCAN
ScanGroup Limited,2/11/2021,4.85,SCAN
ScanGroup Limited,18/11/2021,4.31,SCAN
ScanGroup Limited,3/11/2021,4.89,SCAN
ScanGroup Limited,4/11/2021,4.9,SCAN
ScanGroup Limited,19/11/2021,4.26,SCAN
ScanGroup Limited,5/11/2021,4.85,SCAN
ScanGroup Limited,01/07/2021,5.18,SCAN
ScanGroup Limited,02/07/2021,5.18,SCAN
ScanGroup Limited,03/07/2021,5.18,SCAN
ScanGroup Limited,04/07/2021,5.18,SCAN
ScanGroup Limited,05/07/2021,5.18,SCAN
ScanGroup Limited,06/07/2021,5.14,SCAN
ScanGroup Limited,07/07/2021,5.18,SCAN
ScanGroup Limited,08/07/2021,5.1,SCAN
ScanGroup Limited,09/07/2021,5.08,SCAN
ScanGroup Limited,10/07/2021,5.08,SCAN
ScanGroup Limited,11/07/2021,5.08,SCAN
ScanGroup Limited,12/07/2021,5.02,SCAN
ScanGroup Limited,13/07/2021,5,SCAN
ScanGroup Limited,14/07/2021,4.86,SCAN
ScanGroup Limited,15/07/2021,4.81,SCAN
ScanGroup Limited,16/07/2021,4.6,SCAN
ScanGroup Limited,17/07/2021,4.6,SCAN
ScanGroup Limited,18/07/2021,4.6,SCAN
ScanGroup Limited,19/07/2021,4.94,SCAN
ScanGroup Limited,20/07/2021,4.94,SCAN
ScanGroup Limited,21/07/2021,4.84,SCAN
ScanGroup Limited,22/07/2021,4.78,SCAN
ScanGroup Limited,23/07/2021,4.63,SCAN
ScanGroup Limited,27/07/2021,4.51,SCAN
ScanGroup Limited,28/07/2021,4.52,SCAN
ScanGroup Limited,29/07/2021,4.55,SCAN
ScanGroup Limited,30/07/2021,4.52,SCAN
ScanGroup Limited,31/07/2021,4.52,SCAN
ScanGroup Limited,01/08/2021,4.52,SCAN
ScanGroup Limited,02/08/2021,4.53,SCAN
ScanGroup Limited,03/08/2021,4.55,SCAN
ScanGroup Limited,04/08/2021,4.5,SCAN
ScanGroup Limited,05/08/2021,4.5,SCAN
ScanGroup Limited,06/08/2021,4.46,SCAN
ScanGroup Limited,07/08/2021,4.46,SCAN
ScanGroup Limited,08/08/2021,4.46,SCAN
ScanGroup Limited,09/08/2021,4.62,SCAN
ScanGroup Limited,10/08/2021,4.43,SCAN
ScanGroup Limited,11/08/2021,4.4,SCAN
ScanGroup Limited,12/08/2021,4.4,SCAN
ScanGroup Limited,13/08/2021,4.36,SCAN
ScanGroup Limited,14/08/2021,4.36,SCAN
ScanGroup Limited,15/08/2021,4.36,SCAN
ScanGroup Limited,16/08/2021,4.35,SCAN
ScanGroup Limited,17/08/2021,4.37,SCAN
ScanGroup Limited,18/08/2021,4.32,SCAN
ScanGroup Limited,19/08/2021,4.29,SCAN
ScanGroup Limited,20/08/2021,4.03,SCAN
ScanGroup Limited,21/08/2021,4.03,SCAN
ScanGroup Limited,22/08/2021,4.03,SCAN
ScanGroup Limited,23/08/2021,3.99,SCAN
ScanGroup Limited,24/08/2021,3.97,SCAN
ScanGroup Limited,25/08/2021,3.88,SCAN
ScanGroup Limited,26/08/2021,3.61,SCAN
ScanGroup Limited,27/08/2021,3.57,SCAN
ScanGroup Limited,28/08/2021,3.57,SCAN
ScanGroup Limited,29/08/2021,3.57,SCAN
ScanGroup Limited,30/08/2021,3.57,SCAN
ScanGroup Limited,31/08/2021,3.6,SCAN
ScanGroup Limited,01/09/2021,4.06,SCAN
ScanGroup Limited,02/09/2021,4.33,SCAN
ScanGroup Limited,03/09/2021,4.63,SCAN
ScanGroup Limited,04/09/2021,4.63,SCAN
ScanGroup Limited,05/09/2021,4.63,SCAN
ScanGroup Limited,06/09/2021,5.06,SCAN
ScanGroup Limited,07/09/2021,5.56,SCAN
ScanGroup Limited,08/09/2021,5.74,SCAN
ScanGroup Limited,09/09/2021,5.46,SCAN
ScanGroup Limited,10/09/2021,5.56,SCAN
ScanGroup Limited,11/09/2021,5.56,SCAN
ScanGroup Limited,12/09/2021,5.56,SCAN
ScanGroup Limited,13/09/2021,5.36,SCAN
ScanGroup Limited,14/09/2021,5.4,SCAN
ScanGroup Limited,15/09/2021,5.38,SCAN
ScanGroup Limited,16/09/2021,5.22,SCAN
ScanGroup Limited,17/09/2021,5.2,SCAN
ScanGroup Limited,18/09/2021,5.2,SCAN
ScanGroup Limited,19/09/2021,5.2,SCAN
ScanGroup Limited,20/09/2021,5.12,SCAN
ScanGroup Limited,21/09/2021,5.2,SCAN
ScanGroup Limited,22/09/2021,5.4,SCAN
ScanGroup Limited,23/09/2021,5.38,SCAN
ScanGroup Limited,24/09/2021,5.4,SCAN
ScanGroup Limited,25/09/2021,5.4,SCAN
ScanGroup Limited,26/09/2021,5.4,SCAN
ScanGroup Limited,27/09/2021,5.58,SCAN
ScanGroup Limited,28/09/2021,5.54,SCAN
ScanGroup Limited,29/09/2021,5.54,SCAN
ScanGroup Limited,30/09/2021,5.26,SCAN
ScanGroup Limited,01/10/2021,4.99,SCAN
ScanGroup Limited,02/10/2021,4.99,SCAN
ScanGroup Limited,03/10/2021,4.99,SCAN
ScanGroup Limited,04/10/2021,5,SCAN
ScanGroup Limited,05/10/2021,5.1,SCAN
ScanGroup Limited,06/10/2021,5.02,SCAN
ScanGroup Limited,6/11/2021,4.85,SCAN
ScanGroup Limited,20/11/2021,4.26,SCAN
ScanGroup Limited,18/10/2021,4.9,SCAN
ScanGroup Limited,7/11/2021,4.85,SCAN
ScanGroup Limited,8/11/2021,5,SCAN
ScanGroup Limited,7/10/2021,5,SCAN
ScanGroup Limited,8/10/2021,4.93,SCAN
ScanGroup Limited,9/10/2021,4.93,SCAN
ScanGroup Limited,10/10/2021,4.93,SCAN
ScanGroup Limited,11/10/2021,4.93,SCAN
ScanGroup Limited,12/10/2021,4.95,SCAN
ScanGroup Limited,13/10/2021,5.04,SCAN
ScanGroup Limited,14/10/2021,4.9,SCAN
ScanGroup Limited,9/11/2021,4.54,SCAN
ScanGroup Limited,15/10/2021,4.91,SCAN
ScanGroup Limited,16/10/2021,4.91,SCAN
ScanGroup Limited,17/10/2021,4.91,SCAN
ScanGroup Limited,10/11/2021,4.6,SCAN
ScanGroup Limited,21/11/2021,4.26,SCAN
ScanGroup Limited,23/11/2021,4.25,SCAN
ScanGroup Limited,24/11/2021,4.22,SCAN
Stanbic Holdings Limited,11/11/2021,94,SBIC
Stanbic Holdings Limited,12/11/2021,94,SBIC
Stanbic Holdings Limited,22/11/2021,91.75,SBIC
Stanbic Holdings Limited,23/10/2021,90,SBIC
Stanbic Holdings Limited,13/11/2021,94,SBIC
Stanbic Holdings Limited,24/10/2021,90,SBIC
Stanbic Holdings Limited,25/10/2021,90,SBIC
Stanbic Holdings Limited,14/11/2021,94,SBIC
Stanbic Holdings Limited,26/10/2021,90,SBIC
Stanbic Holdings Limited,27/10/2021,93.5,SBIC
Stanbic Holdings Limited,15/11/2021,94,SBIC
Stanbic Holdings Limited,28/10/2021,93.5,SBIC
Stanbic Holdings Limited,29/10/2021,94,SBIC
Stanbic Holdings Limited,16/11/2021,94,SBIC
Stanbic Holdings Limited,30/10/2021,94,SBIC
Stanbic Holdings Limited,31/10/2021,94,SBIC
Stanbic Holdings Limited,17/11/2021,90.5,SBIC
Stanbic Holdings Limited,1/11/2021,92.75,SBIC
Stanbic Holdings Limited,2/11/2021,87,SBIC
Stanbic Holdings Limited,18/11/2021,90.75,SBIC
Stanbic Holdings Limited,3/11/2021,95,SBIC
Stanbic Holdings Limited,4/11/2021,87,SBIC
Stanbic Holdings Limited,19/11/2021,91.75,SBIC
Stanbic Holdings Limited,5/11/2021,87,SBIC
Stanbic Holdings Limited,01/07/2021,81,SBIC
Stanbic Holdings Limited,02/07/2021,83,SBIC
Stanbic Holdings Limited,03/07/2021,83,SBIC
Stanbic Holdings Limited,04/07/2021,83,SBIC
Stanbic Holdings Limited,05/07/2021,83,SBIC
Stanbic Holdings Limited,06/07/2021,80.5,SBIC
Stanbic Holdings Limited,07/07/2021,80,SBIC
Stanbic Holdings Limited,08/07/2021,80,SBIC
Stanbic Holdings Limited,09/07/2021,80,SBIC
Stanbic Holdings Limited,10/07/2021,80,SBIC
Stanbic Holdings Limited,11/07/2021,80,SBIC
Stanbic Holdings Limited,12/07/2021,80.25,SBIC
Stanbic Holdings Limited,13/07/2021,83.75,SBIC
Stanbic Holdings Limited,14/07/2021,83.75,SBIC
Stanbic Holdings Limited,15/07/2021,81,SBIC
Stanbic Holdings Limited,16/07/2021,82.75,SBIC
Stanbic Holdings Limited,17/07/2021,82.75,SBIC
Stanbic Holdings Limited,18/07/2021,82.75,SBIC
Stanbic Holdings Limited,19/07/2021,82.75,SBIC
Stanbic Holdings Limited,20/07/2021,82.75,SBIC
Stanbic Holdings Limited,21/07/2021,84.75,SBIC
Stanbic Holdings Limited,22/07/2021,87.5,SBIC
Stanbic Holdings Limited,23/07/2021,87.5,SBIC
Stanbic Holdings Limited,27/07/2021,89.75,SBIC
Stanbic Holdings Limited,28/07/2021,88.5,SBIC
Stanbic Holdings Limited,29/07/2021,87,SBIC
Stanbic Holdings Limited,30/07/2021,85,SBIC
Stanbic Holdings Limited,31/07/2021,85,SBIC
Stanbic Holdings Limited,01/08/2021,85,SBIC
Stanbic Holdings Limited,02/08/2021,85,SBIC
Stanbic Holdings Limited,03/08/2021,88.5,SBIC
Stanbic Holdings Limited,04/08/2021,90,SBIC
Stanbic Holdings Limited,05/08/2021,90,SBIC
Stanbic Holdings Limited,06/08/2021,92.5,SBIC
Stanbic Holdings Limited,07/08/2021,92.5,SBIC
Stanbic Holdings Limited,08/08/2021,92.5,SBIC
Stanbic Holdings Limited,09/08/2021,86.5,SBIC
Stanbic Holdings Limited,10/08/2021,89.75,SBIC
Stanbic Holdings Limited,11/08/2021,86,SBIC
Stanbic Holdings Limited,12/08/2021,86,SBIC
Stanbic Holdings Limited,13/08/2021,86,SBIC
Stanbic Holdings Limited,14/08/2021,86,SBIC
Stanbic Holdings Limited,15/08/2021,86,SBIC
Stanbic Holdings Limited,16/08/2021,86,SBIC
Stanbic Holdings Limited,17/08/2021,94,SBIC
Stanbic Holdings Limited,18/08/2021,92,SBIC
Stanbic Holdings Limited,19/08/2021,91.25,SBIC
Stanbic Holdings Limited,20/08/2021,94,SBIC
Stanbic Holdings Limited,21/08/2021,94,SBIC
Stanbic Holdings Limited,22/08/2021,94,SBIC
Stanbic Holdings Limited,23/08/2021,94.25,SBIC
Stanbic Holdings Limited,24/08/2021,95,SBIC
Stanbic Holdings Limited,25/08/2021,95,SBIC
Stanbic Holdings Limited,26/08/2021,95,SBIC
Stanbic Holdings Limited,27/08/2021,95,SBIC
Stanbic Holdings Limited,28/08/2021,95,SBIC
Stanbic Holdings Limited,29/08/2021,95,SBIC
Stanbic Holdings Limited,30/08/2021,95.25,SBIC
Stanbic Holdings Limited,31/08/2021,91,SBIC
Stanbic Holdings Limited,01/09/2021,91,SBIC
Stanbic Holdings Limited,02/09/2021,94,SBIC
Stanbic Holdings Limited,03/09/2021,94,SBIC
Stanbic Holdings Limited,04/09/2021,94,SBIC
Stanbic Holdings Limited,05/09/2021,94,SBIC
Stanbic Holdings Limited,06/09/2021,91,SBIC
Stanbic Holdings Limited,07/09/2021,91,SBIC
Stanbic Holdings Limited,08/09/2021,89.25,SBIC
Stanbic Holdings Limited,09/09/2021,90.5,SBIC
Stanbic Holdings Limited,10/09/2021,89.25,SBIC
Stanbic Holdings Limited,11/09/2021,89.25,SBIC
Stanbic Holdings Limited,12/09/2021,89.25,SBIC
Stanbic Holdings Limited,13/09/2021,90.75,SBIC
Stanbic Holdings Limited,14/09/2021,91,SBIC
Stanbic Holdings Limited,15/09/2021,91,SBIC
Stanbic Holdings Limited,16/09/2021,91,SBIC
Stanbic Holdings Limited,17/09/2021,91,SBIC
Stanbic Holdings Limited,18/09/2021,91,SBIC
Stanbic Holdings Limited,19/09/2021,91,SBIC
Stanbic Holdings Limited,20/09/2021,91,SBIC
Stanbic Holdings Limited,21/09/2021,91,SBIC
Stanbic Holdings Limited,22/09/2021,91,SBIC
Stanbic Holdings Limited,23/09/2021,92,SBIC
Stanbic Holdings Limited,24/09/2021,92,SBIC
Stanbic Holdings Limited,25/09/2021,92,SBIC
Stanbic Holdings Limited,26/09/2021,92,SBIC
Stanbic Holdings Limited,27/09/2021,92,SBIC
Stanbic Holdings Limited,28/09/2021,92,SBIC
Stanbic Holdings Limited,29/09/2021,92,SBIC
