company,date,price,ticker
Williamson Tea Kenya Limited,11/11/2021,134,WTK
Williamson Tea Kenya Limited,12/11/2021,134,WTK
Williamson Tea Kenya Limited,23/10/2021,130.75,WTK
Williamson Tea Kenya Limited,13/11/2021,134,WTK
Williamson Tea Kenya Limited,24/10/2021,130.75,WTK
Williamson Tea Kenya Limited,25/10/2021,130.75,WTK
Williamson Tea Kenya Limited,14/11/2021,134,WTK
Williamson Tea Kenya Limited,26/10/2021,130.75,WTK
Williamson Tea Kenya Limited,27/10/2021,132,WTK
Williamson Tea Kenya Limited,15/11/2021,132,WTK
Williamson Tea Kenya Limited,28/10/2021,140,WTK
Williamson Tea Kenya Limited,29/10/2021,138,WTK
Williamson Tea Kenya Limited,16/11/2021,133.75,WTK
Williamson Tea Kenya Limited,30/10/2021,138,WTK
Williamson Tea Kenya Limited,31/10/2021,138,WTK
Williamson Tea Kenya Limited,17/11/2021,133.75,WTK
Williamson Tea Kenya Limited,1/11/2021,138,WTK
Williamson Tea Kenya Limited,2/11/2021,138,WTK
Williamson Tea Kenya Limited,18/11/2021,137.5,WTK
Williamson Tea Kenya Limited,22/11/2021,134,WTK
Williamson Tea Kenya Limited,3/11/2021,138,WTK
Williamson Tea Kenya Limited,4/11/2021,138,WTK
Williamson Tea Kenya Limited,19/11/2021,134,WTK
Williamson Tea Kenya Limited,5/11/2021,138,WTK
Williamson Tea Kenya Limited,01/07/2021,145.75,WTK
Williamson Tea Kenya Limited,02/07/2021,149,WTK
Williamson Tea Kenya Limited,03/07/2021,149,WTK
Williamson Tea Kenya Limited,04/07/2021,149,WTK
Williamson Tea Kenya Limited,05/07/2021,149,WTK
Williamson Tea Kenya Limited,06/07/2021,147.25,WTK
Williamson Tea Kenya Limited,07/07/2021,140.75,WTK
Williamson Tea Kenya Limited,08/07/2021,138.25,WTK
Williamson Tea Kenya Limited,09/07/2021,137.5,WTK
Williamson Tea Kenya Limited,10/07/2021,137.5,WTK
Williamson Tea Kenya Limited,11/07/2021,137.5,WTK
Williamson Tea Kenya Limited,12/07/2021,138.5,WTK
Williamson Tea Kenya Limited,13/07/2021,138.5,WTK
Williamson Tea Kenya Limited,14/07/2021,138.5,WTK
Williamson Tea Kenya Limited,15/07/2021,139.25,WTK
Williamson Tea Kenya Limited,16/07/2021,152.25,WTK
Williamson Tea Kenya Limited,17/07/2021,152.25,WTK
Williamson Tea Kenya Limited,18/07/2021,152.25,WTK
Williamson Tea Kenya Limited,19/07/2021,152.25,WTK
Williamson Tea Kenya Limited,20/07/2021,152.25,WTK
Williamson Tea Kenya Limited,21/07/2021,143.5,WTK
Williamson Tea Kenya Limited,22/07/2021,138.5,WTK
Williamson Tea Kenya Limited,23/07/2021,138.5,WTK
Williamson Tea Kenya Limited,27/07/2021,134,WTK
Williamson Tea Kenya Limited,28/07/2021,134,WTK
Williamson Tea Kenya Limited,29/07/2021,135,WTK
Williamson Tea Kenya Limited,30/07/2021,133.25,WTK
Williamson Tea Kenya Limited,31/07/2021,133.25,WTK
Williamson Tea Kenya Limited,01/08/2021,133.25,WTK
Williamson Tea Kenya Limited,02/08/2021,130,WTK
Williamson Tea Kenya Limited,03/08/2021,134.5,WTK
Williamson Tea Kenya Limited,04/08/2021,135,WTK
Williamson Tea Kenya Limited,05/08/2021,134.5,WTK
Williamson Tea Kenya Limited,06/08/2021,134.5,WTK
Williamson Tea Kenya Limited,07/08/2021,134.5,WTK
Williamson Tea Kenya Limited,08/08/2021,134.5,WTK
Williamson Tea Kenya Limited,09/08/2021,134.5,WTK
Williamson Tea Kenya Limited,10/08/2021,134.75,WTK
Williamson Tea Kenya Limited,11/08/2021,134.75,WTK
Williamson Tea Kenya Limited,12/08/2021,137,WTK
Williamson Tea Kenya Limited,13/08/2021,130.75,WTK
Williamson Tea Kenya Limited,14/08/2021,130.75,WTK
Williamson Tea Kenya Limited,15/08/2021,130.75,WTK
Williamson Tea Kenya Limited,16/08/2021,131,WTK
Williamson Tea Kenya Limited,17/08/2021,135,WTK
Williamson Tea Kenya Limited,18/08/2021,131,WTK
Williamson Tea Kenya Limited,19/08/2021,131,WTK
Williamson Tea Kenya Limited,20/08/2021,131,WTK
Williamson Tea Kenya Limited,21/08/2021,131,WTK
Williamson Tea Kenya Limited,22/08/2021,131,WTK
Williamson Tea Kenya Limited,23/08/2021,132.5,WTK
Williamson Tea Kenya Limited,24/08/2021,132.75,WTK
Williamson Tea Kenya Limited,25/08/2021,133.5,WTK
Williamson Tea Kenya Limited,26/08/2021,133.5,WTK
Williamson Tea Kenya Limited,27/08/2021,133.5,WTK
Williamson Tea Kenya Limited,28/08/2021,133.5,WTK
Williamson Tea Kenya Limited,29/08/2021,133.5,WTK
Williamson Tea Kenya Limited,30/08/2021,137,WTK
Williamson Tea Kenya Limited,31/08/2021,137,WTK
Williamson Tea Kenya Limited,01/09/2021,135,WTK
Williamson Tea Kenya Limited,02/09/2021,135,WTK
Williamson Tea Kenya Limited,03/09/2021,135,WTK
Williamson Tea Kenya Limited,04/09/2021,135,WTK
Williamson Tea Kenya Limited,05/09/2021,135,WTK
Williamson Tea Kenya Limited,06/09/2021,142.25,WTK
Williamson Tea Kenya Limited,07/09/2021,142.25,WTK
Williamson Tea Kenya Limited,08/09/2021,142.25,WTK
Williamson Tea Kenya Limited,09/09/2021,134,WTK
Williamson Tea Kenya Limited,10/09/2021,134,WTK
Williamson Tea Kenya Limited,11/09/2021,134,WTK
Williamson Tea Kenya Limited,12/09/2021,134,WTK
Williamson Tea Kenya Limited,13/09/2021,141.25,WTK
Williamson Tea Kenya Limited,14/09/2021,140,WTK
Williamson Tea Kenya Limited,15/09/2021,140,WTK
Williamson Tea Kenya Limited,16/09/2021,140,WTK
Williamson Tea Kenya Limited,17/09/2021,140,WTK
Williamson Tea Kenya Limited,18/09/2021,140,WTK
Williamson Tea Kenya Limited,19/09/2021,140,WTK
Williamson Tea Kenya Limited,20/09/2021,140,WTK
Williamson Tea Kenya Limited,21/09/2021,134,WTK
Williamson Tea Kenya Limited,22/09/2021,134,WTK
Williamson Tea Kenya Limited,23/09/2021,138,WTK
Williamson Tea Kenya Limited,24/09/2021,138,WTK
Williamson Tea Kenya Limited,25/09/2021,138,WTK
Williamson Tea Kenya Limited,26/09/2021,138,WTK
Williamson Tea Kenya Limited,27/09/2021,140,WTK
Williamson Tea Kenya Limited,28/09/2021,139.25,WTK
Williamson Tea Kenya Limited,29/09/2021,139.25,WTK
Williamson Tea Kenya Limited,30/09/2021,139,WTK
Williamson Tea Kenya Limited,01/10/2021,140,WTK
Williamson Tea Kenya Limited,02/10/2021,140,WTK
Williamson Tea Kenya Limited,03/10/2021,140,WTK
Williamson Tea Kenya Limited,04/10/2021,139.25,WTK
Williamson Tea Kenya Limited,05/10/2021,139.5,WTK
Williamson Tea Kenya Limited,06/10/2021,135,WTK
Williamson Tea Kenya Limited,6/11/2021,138,WTK
Williamson Tea Kenya Limited,20/11/2021,134,WTK
Williamson Tea Kenya Limited,18/10/2021,130.75,WTK
Williamson Tea Kenya Limited,7/11/2021,138,WTK
Williamson Tea Kenya Limited,8/11/2021,138,WTK
Williamson Tea Kenya Limited,7/10/2021,137.5,WTK
Williamson Tea Kenya Limited,8/10/2021,135,WTK
Williamson Tea Kenya Limited,9/10/2021,135,WTK
Williamson Tea Kenya Limited,10/10/2021,135,WTK
Williamson Tea Kenya Limited,11/10/2021,135,WTK
Williamson Tea Kenya Limited,12/10/2021,135,WTK
Williamson Tea Kenya Limited,13/10/2021,135,WTK
Williamson Tea Kenya Limited,14/10/2021,134.5,WTK
Williamson Tea Kenya Limited,9/11/2021,134,WTK
Williamson Tea Kenya Limited,15/10/2021,130.75,WTK
Williamson Tea Kenya Limited,16/10/2021,130.75,WTK
Williamson Tea Kenya Limited,17/10/2021,130.75,WTK
Williamson Tea Kenya Limited,10/11/2021,134,WTK
Williamson Tea Kenya Limited,21/11/2021,134,WTK
Williamson Tea Kenya Limited,23/11/2021,130.5,WTK
Williamson Tea Kenya Limited,24/11/2021,131.75,WTK
Unga Group Limited,11/11/2021,28.5,UNGA
Unga Group Limited,12/11/2021,28.5,UNGA
Unga Group Limited,22/11/2021,28.5,UNGA
Unga Group Limited,23/10/2021,30,UNGA
Unga Group Limited,13/11/2021,28.5,UNGA
Unga Group Limited,24/10/2021,30,UNGA
Unga Group Limited,25/10/2021,30,UNGA
Unga Group Limited,14/11/2021,28.5,UNGA
Unga Group Limited,26/10/2021,30,UNGA
Unga Group Limited,27/10/2021,30,UNGA
Unga Group Limited,15/11/2021,28.5,UNGA
Unga Group Limited,28/10/2021,30,UNGA
Unga Group Limited,29/10/2021,30,UNGA
Unga Group Limited,16/11/2021,28.5,UNGA
Unga Group Limited,30/10/2021,30,UNGA
Unga Group Limited,31/10/2021,30,UNGA
Unga Group Limited,17/11/2021,28.5,UNGA
Unga Group Limited,1/11/2021,30,UNGA
Unga Group Limited,2/11/2021,28.5,UNGA
Unga Group Limited,18/11/2021,28.5,UNGA
Unga Group Limited,3/11/2021,28.5,UNGA
Unga Group Limited,4/11/2021,28.5,UNGA
Unga Group Limited,19/11/2021,28.5,UNGA
Unga Group Limited,5/11/2021,28.5,UNGA
Unga Group Limited,01/07/2021,27,UNGA
Unga Group Limited,02/07/2021,27,UNGA
Unga Group Limited,03/07/2021,27,UNGA
Unga Group Limited,04/07/2021,27,UNGA
Unga Group Limited,05/07/2021,27.05,UNGA
Unga Group Limited,06/07/2021,27.1,UNGA
Unga Group Limited,07/07/2021,27.1,UNGA
Unga Group Limited,08/07/2021,27.1,UNGA
Unga Group Limited,09/07/2021,27.1,UNGA
Unga Group Limited,10/07/2021,27.1,UNGA
Unga Group Limited,11/07/2021,27.1,UNGA
Unga Group Limited,12/07/2021,27.1,UNGA
Unga Group Limited,13/07/2021,27.2,UNGA
Unga Group Limited,14/07/2021,27.8,UNGA
Unga Group Limited,15/07/2021,29.7,UNGA
Unga Group Limited,16/07/2021,27.1,UNGA
Unga Group Limited,17/07/2021,27.1,UNGA
Unga Group Limited,18/07/2021,27.1,UNGA
Unga Group Limited,19/07/2021,27.1,UNGA
Unga Group Limited,20/07/2021,27.1,UNGA
Unga Group Limited,21/07/2021,27.1,UNGA
Unga Group Limited,22/07/2021,27.2,UNGA
Unga Group Limited,23/07/2021,29.75,UNGA
Unga Group Limited,27/07/2021,29,UNGA
Unga Group Limited,28/07/2021,29.4,UNGA
Unga Group Limited,29/07/2021,29.4,UNGA
Unga Group Limited,30/07/2021,30,UNGA
Unga Group Limited,31/07/2021,30,UNGA
Unga Group Limited,01/08/2021,30,UNGA
Unga Group Limited,02/08/2021,28.3,UNGA
Unga Group Limited,03/08/2021,28.3,UNGA
Unga Group Limited,04/08/2021,31,UNGA
Unga Group Limited,05/08/2021,31,UNGA
Unga Group Limited,06/08/2021,31,UNGA
Unga Group Limited,07/08/2021,31,UNGA
Unga Group Limited,08/08/2021,31,UNGA
Unga Group Limited,09/08/2021,31,UNGA
Unga Group Limited,10/08/2021,31,UNGA
Unga Group Limited,11/08/2021,31,UNGA
Unga Group Limited,12/08/2021,31,UNGA
Unga Group Limited,13/08/2021,29.05,UNGA
Unga Group Limited,14/08/2021,29.05,UNGA
Unga Group Limited,15/08/2021,29.05,UNGA
Unga Group Limited,16/08/2021,29.05,UNGA
Unga Group Limited,17/08/2021,29.05,UNGA
Unga Group Limited,18/08/2021,30,UNGA
Unga Group Limited,19/08/2021,32.75,UNGA
Unga Group Limited,20/08/2021,32.75,UNGA
Unga Group Limited,21/08/2021,32.75,UNGA
Unga Group Limited,22/08/2021,32.75,UNGA
Unga Group Limited,23/08/2021,32.75,UNGA
Unga Group Limited,24/08/2021,32.75,UNGA
Unga Group Limited,25/08/2021,33.15,UNGA
Unga Group Limited,26/08/2021,33.15,UNGA
Unga Group Limited,27/08/2021,33.15,UNGA
Unga Group Limited,28/08/2021,33.15,UNGA
Unga Group Limited,29/08/2021,33.15,UNGA
Unga Group Limited,30/08/2021,33,UNGA
Unga Group Limited,31/08/2021,33,UNGA
Unga Group Limited,01/09/2021,33,UNGA
Unga Group Limited,02/09/2021,33,UNGA
Unga Group Limited,03/09/2021,33,UNGA
Unga Group Limited,04/09/2021,33,UNGA
Unga Group Limited,05/09/2021,33,UNGA
Unga Group Limited,06/09/2021,32.95,UNGA
Unga Group Limited,07/09/2021,32.95,UNGA
Unga Group Limited,08/09/2021,32.95,UNGA
Unga Group Limited,09/09/2021,32.95,UNGA
Unga Group Limited,10/09/2021,32.95,UNGA
Unga Group Limited,11/09/2021,32.95,UNGA
Unga Group Limited,12/09/2021,32.95,UNGA
Unga Group Limited,13/09/2021,32.95,UNGA
Unga Group Limited,14/09/2021,32.95,UNGA
Unga Group Limited,15/09/2021,32.95,UNGA
Unga Group Limited,16/09/2021,32.95,UNGA
Unga Group Limited,17/09/2021,32.95,UNGA
Unga Group Limited,18/09/2021,32.95,UNGA
Unga Group Limited,19/09/2021,32.95,UNGA
Unga Group Limited,20/09/2021,32.95,UNGA
Unga Group Limited,21/09/2021,30,UNGA
Unga Group Limited,22/09/2021,30,UNGA
Unga Group Limited,23/09/2021,30,UNGA
Unga Group Limited,24/09/2021,30,UNGA
Unga Group Limited,25/09/2021,30,UNGA
Unga Group Limited,26/09/2021,30,UNGA
Unga Group Limited,27/09/2021,30,UNGA
Unga Group Limited,28/09/2021,30,UNGA
Unga Group Limited,29/09/2021,30,UNGA
Unga Group Limited,30/09/2021,30,UNGA
Unga Group Limited,01/10/2021,30,UNGA
Unga Group Limited,02/10/2021,30,UNGA
Unga Group Limited,03/10/2021,30,UNGA
Unga Group Limited,04/10/2021,30,UNGA
Unga Group Limited,05/10/2021,30,UNGA
Unga Group Limited,06/10/2021,30,UNGA
Unga Group Limited,6/11/2021,28.5,UNGA
Unga Group Limited,20/11/2021,28.5,UNGA
Unga Group Limited,18/10/2021,30,UNGA
Unga Group Limited,7/11/2021,28.5,UNGA
Unga Group Limited,8/11/2021,28.5,UNGA
Unga Group Limited,7/10/2021,29.6,UNGA
Unga Group Limited,8/10/2021,29.6,UNGA
Unga Group Limited,9/10/2021,29.6,UNGA
Unga Group Limited,10/10/2021,29.6,UNGA
Unga Group Limited,11/10/2021,29.6,UNGA
Unga Group Limited,12/10/2021,30,UNGA
Unga Group Limited,13/10/2021,30,UNGA
Unga Group Limited,14/10/2021,30,UNGA
Unga Group Limited,9/11/2021,28.5,UNGA
Unga Group Limited,15/10/2021,30,UNGA
Unga Group Limited,16/10/2021,30,UNGA
Unga Group Limited,17/10/2021,30,UNGA
Unga Group Limited,10/11/2021,28.5,UNGA
Unga Group Limited,21/11/2021,28.5,UNGA
Unga Group Limited,23/11/2021,28.5,UNGA
Unga Group Limited,24/11/2021,28.5,UNGA
Umeme Limited,11/11/2021,6.38,UMME
Umeme Limited,12/11/2021,6.4,UMME
Umeme Limited,22/11/2021,6.9,UMME
Umeme Limited,23/10/2021,6.84,UMME
Umeme Limited,13/11/2021,6.4,UMME
Umeme Limited,24/10/2021,6.84,UMME
Umeme Limited,25/10/2021,6.52,UMME
Umeme Limited,14/11/2021,6.4,UMME
Umeme Limited,26/10/2021,6.32,UMME
Umeme Limited,27/10/2021,6.6,UMME
Umeme Limited,15/11/2021,6.4,UMME
Umeme Limited,28/10/2021,6.6,UMME
Umeme Limited,29/10/2021,6.64,UMME
Umeme Limited,16/11/2021,6.4,UMME
Umeme Limited,30/10/2021,6.64,UMME
Umeme Limited,31/10/2021,6.64,UMME
Umeme Limited,17/11/2021,6.8,UMME
Umeme Limited,1/11/2021,6.88,UMME
Umeme Limited,2/11/2021,6.98,UMME
Umeme Limited,18/11/2021,6.8,UMME
Umeme Limited,3/11/2021,6.98,UMME
Umeme Limited,4/11/2021,6.9,UMME
Umeme Limited,19/11/2021,6.8,UMME
Umeme Limited,5/11/2021,6.4,UMME
Umeme Limited,01/07/2021,5.84,UMME
Umeme Limited,02/07/2021,5.54,UMME
Umeme Limited,03/07/2021,5.54,UMME
Umeme Limited,04/07/2021,5.54,UMME
Umeme Limited,28/08/2021,7.06,UMME
Umeme Limited,05/07/2021,5.54,UMME
Umeme Limited,06/07/2021,5.52,UMME
Umeme Limited,07/07/2021,5.48,UMME
Umeme Limited,08/07/2021,5.82,UMME
Umeme Limited,09/07/2021,5.52,UMME
Umeme Limited,10/07/2021,5.52,UMME
Umeme Limited,11/07/2021,5.52,UMME
Umeme Limited,12/07/2021,5.82,UMME
Umeme Limited,13/07/2021,5.82,UMME
Umeme Limited,14/07/2021,5.82,UMME
Umeme Limited,15/07/2021,5.82,UMME
Umeme Limited,16/07/2021,5.82,UMME
Umeme Limited,17/07/2021,5.82,UMME
Umeme Limited,18/07/2021,5.82,UMME
Umeme Limited,19/07/2021,5.82,UMME
Umeme Limited,20/07/2021,5.82,UMME
Umeme Limited,21/07/2021,6.26,UMME
Umeme Limited,22/07/2021,6.1,UMME
Umeme Limited,23/07/2021,6.1,UMME
Umeme Limited,27/07/2021,6.48,UMME
Umeme Limited,28/07/2021,6.5,UMME
Umeme Limited,29/07/2021,6.5,UMME
Umeme Limited,30/07/2021,6.5,UMME
Umeme Limited,31/07/2021,6.5,UMME
Umeme Limited,01/08/2021,6.5,UMME
Umeme Limited,02/08/2021,6.14,UMME
Umeme Limited,03/08/2021,6.46,UMME
Umeme Limited,04/08/2021,6.4,UMME
Umeme Limited,05/08/2021,6.4,UMME
Umeme Limited,06/08/2021,6.4,UMME
Umeme Limited,07/08/2021,6.4,UMME
Umeme Limited,08/08/2021,6.4,UMME
Umeme Limited,09/08/2021,6.4,UMME
Umeme Limited,10/08/2021,6.4,UMME
Umeme Limited,11/08/2021,6.4,UMME
Umeme Limited,12/08/2021,7,UMME
Umeme Limited,13/08/2021,7,UMME
Umeme Limited,14/08/2021,7,UMME
Umeme Limited,15/08/2021,7,UMME
Umeme Limited,16/08/2021,6.86,UMME
Umeme Limited,17/08/2021,6.56,UMME
Umeme Limited,18/08/2021,6.56,UMME
Umeme Limited,19/08/2021,6.5,UMME
Umeme Limited,20/08/2021,6.54,UMME
Umeme Limited,21/08/2021,6.54,UMME
Umeme Limited,22/08/2021,6.54,UMME
Umeme Limited,23/08/2021,6.64,UMME
Umeme Limited,24/08/2021,7.2,UMME
Umeme Limited,25/08/2021,7.1,UMME
Umeme Limited,26/08/2021,7.1,UMME
Umeme Limited,27/08/2021,7.06,UMME
Umeme Limited,29/08/2021,7.06,UMME
Umeme Limited,30/08/2021,7,UMME
Umeme Limited,31/08/2021,7,UMME
Umeme Limited,01/09/2021,7,UMME
Umeme Limited,02/09/2021,7,UMME
Umeme Limited,03/09/2021,7,UMME
Umeme Limited,04/09/2021,7,UMME
Umeme Limited,05/09/2021,7,UMME
Umeme Limited,06/09/2021,6.32,UMME
Umeme Limited,07/09/2021,6.3,UMME
Umeme Limited,08/09/2021,6.6,UMME
Umeme Limited,09/09/2021,6.9,UMME
Umeme Limited,10/09/2021,6.66,UMME
Umeme Limited,11/09/2021,6.66,UMME
Umeme Limited,12/09/2021,6.66,UMME
Umeme Limited,13/09/2021,7.16,UMME
Umeme Limited,14/09/2021,7,UMME
Umeme Limited,15/09/2021,7,UMME
Umeme Limited,16/09/2021,7,UMME
Umeme Limited,17/09/2021,7,UMME
Umeme Limited,18/09/2021,7,UMME
Umeme Limited,19/09/2021,7,UMME
Umeme Limited,20/09/2021,7,UMME
Umeme Limited,21/09/2021,6.6,UMME
Umeme Limited,22/09/2021,6.86,UMME
Umeme Limited,23/09/2021,6.86,UMME
Umeme Limited,24/09/2021,6.78,UMME
Umeme Limited,25/09/2021,6.78,UMME
Umeme Limited,26/09/2021,6.78,UMME
Umeme Limited,27/09/2021,6.78,UMME
Umeme Limited,28/09/2021,7,UMME
Umeme Limited,29/09/2021,7,UMME
Umeme Limited,30/09/2021,7,UMME
Umeme Limited,01/10/2021,7,UMME
Umeme Limited,02/10/2021,7,UMME
Umeme Limited,03/10/2021,7,UMME
Umeme Limited,04/10/2021,6.62,UMME
Umeme Limited,05/10/2021,6.6,UMME
Umeme Limited,06/10/2021,6.62,UMME
Umeme Limited,6/11/2021,6.4,UMME
Umeme Limited,20/11/2021,6.8,UMME
Umeme Limited,18/10/2021,6.66,UMME
Umeme Limited,7/11/2021,6.4,UMME
Umeme Limited,8/11/2021,6.3,UMME
Umeme Limited,7/10/2021,6.7,UMME
Umeme Limited,8/10/2021,6.64,UMME
Umeme Limited,9/10/2021,6.64,UMME
Umeme Limited,10/10/2021,6.64,UMME
Umeme Limited,11/10/2021,6.64,UMME
Umeme Limited,12/10/2021,6.8,UMME
Umeme Limited,13/10/2021,6.5,UMME
Umeme Limited,14/10/2021,6.48,UMME
Umeme Limited,9/11/2021,6.4,UMME
Umeme Limited,15/10/2021,6.66,UMME
Umeme Limited,16/10/2021,6.66,UMME
Umeme Limited,17/10/2021,6.66,UMME
Umeme Limited,10/11/2021,6.3,UMME
Umeme Limited,21/11/2021,6.8,UMME
Umeme Limited,23/11/2021,6.5,UMME
Umeme Limited,24/11/2021,6.5,UMME
Uchumi Supermarket Limited,11/11/2021,0.21,UCHM
Uchumi Supermarket Limited,12/11/2021,0.21,UCHM
Uchumi Supermarket Limited,22/11/2021,0.23,UCHM
Uchumi Supermarket Limited,23/10/2021,0.22,UCHM
Uchumi Supermarket Limited,13/11/2021,0.21,UCHM
Uchumi Supermarket Limited,24/10/2021,0.22,UCHM
Uchumi Supermarket Limited,25/10/2021,0.22,UCHM
Uchumi Supermarket Limited,14/11/2021,0.21,UCHM
Uchumi Supermarket Limited,26/10/2021,0.23,UCHM
Uchumi Supermarket Limited,27/10/2021,0.23,UCHM
Uchumi Supermarket Limited,15/11/2021,0.22,UCHM
Uchumi Supermarket Limited,28/10/2021,0.23,UCHM
Uchumi Supermarket Limited,29/10/2021,0.23,UCHM
Uchumi Supermarket Limited,16/11/2021,0.22,UCHM
Uchumi Supermarket Limited,30/10/2021,0.23,UCHM
Uchumi Supermarket Limited,31/10/2021,0.23,UCHM
Uchumi Supermarket Limited,17/11/2021,0.22,UCHM
Uchumi Supermarket Limited,1/11/2021,0.23,UCHM
Uchumi Supermarket Limited,2/11/2021,0.22,UCHM
Uchumi Supermarket Limited,18/11/2021,0.23,UCHM
Uchumi Supermarket Limited,3/11/2021,0.22,UCHM
Uchumi Supermarket Limited,4/11/2021,0.22,UCHM
Uchumi Supermarket Limited,19/11/2021,0.24,UCHM
Uchumi Supermarket Limited,5/11/2021,0.22,UCHM
Uchumi Supermarket Limited,01/07/2021,0.27,UCHM
Uchumi Supermarket Limited,02/07/2021,0.25,UCHM
Uchumi Supermarket Limited,03/07/2021,0.25,UCHM
Uchumi Supermarket Limited,04/07/2021,0.25,UCHM
Uchumi Supermarket Limited,05/07/2021,0.27,UCHM
Uchumi Supermarket Limited,06/07/2021,0.27,UCHM
Uchumi Supermarket Limited,07/07/2021,0.25,UCHM
Uchumi Supermarket Limited,08/07/2021,0.26,UCHM
Uchumi Supermarket Limited,09/07/2021,0.27,UCHM
Uchumi Supermarket Limited,10/07/2021,0.27,UCHM
Uchumi Supermarket Limited,11/07/2021,0.27,UCHM
Uchumi Supermarket Limited,12/07/2021,0.26,UCHM
Uchumi Supermarket Limited,13/07/2021,0.25,UCHM
Uchumi Supermarket Limited,14/07/2021,0.26,UCHM
Uchumi Supermarket Limited,15/07/2021,0.25,UCHM
Uchumi Supermarket Limited,16/07/2021,0.25,UCHM
Uchumi Supermarket Limited,17/07/2021,0.25,UCHM
Uchumi Supermarket Limited,18/07/2021,0.25,UCHM
Uchumi Supermarket Limited,19/07/2021,0.26,UCHM
Uchumi Supermarket Limited,20/07/2021,0.26,UCHM
Uchumi Supermarket Limited,21/07/2021,0.27,UCHM
Uchumi Supermarket Limited,22/07/2021,0.27,UCHM
Uchumi Supermarket Limited,23/07/2021,0.27,UCHM
Uchumi Supermarket Limited,27/07/2021,0.25,UCHM
Uchumi Supermarket Limited,28/07/2021,0.25,UCHM
Uchumi Supermarket Limited,29/07/2021,0.25,UCHM
Uchumi Supermarket Limited,30/07/2021,0.23,UCHM
Uchumi Supermarket Limited,31/07/2021,0.23,UCHM
Uchumi Supermarket Limited,01/08/2021,0.23,UCHM
Uchumi Supermarket Limited,02/08/2021,0.25,UCHM
Uchumi Supermarket Limited,03/08/2021,0.25,UCHM
Uchumi Supermarket Limited,04/08/2021,0.25,UCHM
Uchumi Supermarket Limited,05/08/2021,0.26,UCHM
Uchumi Supermarket Limited,06/08/2021,0.27,UCHM
Uchumi Supermarket Limited,07/08/2021,0.27,UCHM
Uchumi Supermarket Limited,08/08/2021,0.27,UCHM
Uchumi Supermarket Limited,09/08/2021,0.25,UCHM
Uchumi Supermarket Limited,10/08/2021,0.25,UCHM
Uchumi Supermarket Limited,11/08/2021,0.25,UCHM
Uchumi Supermarket Limited,12/08/2021,0.24,UCHM
Uchumi Supermarket Limited,13/08/2021,0.25,UCHM
Uchumi Supermarket Limited,14/08/2021,0.25,UCHM
Uchumi Supermarket Limited,15/08/2021,0.25,UCHM
Uchumi Supermarket Limited,16/08/2021,0.23,UCHM
Uchumi Supermarket Limited,17/08/2021,0.23,UCHM
Uchumi Supermarket Limited,18/08/2021,0.24,UCHM
Uchumi Supermarket Limited,19/08/2021,0.26,UCHM
Uchumi Supermarket Limited,20/08/2021,0.25,UCHM
Uchumi Supermarket Limited,21/08/2021,0.25,UCHM
Uchumi Supermarket Limited,22/08/2021,0.25,UCHM
Uchumi Supermarket Limited,23/08/2021,0.25,UCHM
Uchumi Supermarket Limited,24/08/2021,0.24,UCHM
Uchumi Supermarket Limited,25/08/2021,0.24,UCHM
Uchumi Supermarket Limited,26/08/2021,0.26,UCHM
Uchumi Supermarket Limited,27/08/2021,0.26,UCHM
Uchumi Supermarket Limited,28/08/2021,0.26,UCHM
Uchumi Supermarket Limited,29/08/2021,0.26,UCHM
Uchumi Supermarket Limited,30/08/2021,0.25,UCHM
Uchumi Supermarket Limited,31/08/2021,0.25,UCHM
Uchumi Supermarket Limited,01/09/2021,0.25,UCHM
Uchumi Supermarket Limited,02/09/2021,0.26,UCHM
Uchumi Supermarket Limited,03/09/2021,0.26,UCHM
Uchumi Supermarket Limited,04/09/2021,0.26,UCHM
Uchumi Supermarket Limited,05/09/2021,0.26,UCHM
Uchumi Supermarket Limited,06/09/2021,0.24,UCHM
Uchumi Supermarket Limited,07/09/2021,0.25,UCHM
Uchumi Supermarket Limited,08/09/2021,0.26,UCHM
Uchumi Supermarket Limited,09/09/2021,0.26,UCHM
Uchumi Supermarket Limited,10/09/2021,0.26,UCHM
Uchumi Supermarket Limited,11/09/2021,0.26,UCHM
Uchumi Supermarket Limited,12/09/2021,0.26,UCHM
Uchumi Supermarket Limited,13/09/2021,0.25,UCHM
Uchumi Supermarket Limited,14/09/2021,0.24,UCHM
Uchumi Supermarket Limited,15/09/2021,0.22,UCHM
Uchumi Supermarket Limited,16/09/2021,0.21,UCHM
Uchumi Supermarket Limited,17/09/2021,0.22,UCHM
Uchumi Supermarket Limited,18/09/2021,0.22,UCHM
Uchumi Supermarket Limited,19/09/2021,0.22,UCHM
Uchumi Supermarket Limited,20/09/2021,0.22,UCHM
Uchumi Supermarket Limited,21/09/2021,0.23,UCHM
Uchumi Supermarket Limited,22/09/2021,0.24,UCHM
Uchumi Supermarket Limited,23/09/2021,0.22,UCHM
Uchumi Supermarket Limited,24/09/2021,0.22,UCHM
Uchumi Supermarket Limited,25/09/2021,0.22,UCHM
Uchumi Supermarket Limited,26/09/2021,0.22,UCHM
Uchumi Supermarket Limited,27/09/2021,0.23,UCHM
Uchumi Supermarket Limited,28/09/2021,0.24,UCHM
Uchumi Supermarket Limited,29/09/2021,0.24,UCHM
